#{"t_start": 1773964631.660957, "env_id": "None"}
r,l,t
-7.732006,1000,7.407411
-4.128466,1000,13.892233
-7.012431,1000,19.890415
-4.443067,1000,25.908366
-10.812681,1000,32.419213
