#{"t_start": 1773960707.4341872, "env_id": "None"}
r,l,t
97.466531,83,0.62516
-13.14519,1000,6.863198
-20.320271,1000,14.224542
-16.224551,1000,23.61024
-16.829048,1000,32.230345
