#{"t_start": 1773959960.5088313, "env_id": "None"}
r,l,t
-1.430618,1000,6.13813
98.950328,47,6.433781
-24.133228,1000,15.35707
-12.282272,1000,21.576809
-30.054381,1000,30.626012
