#{"t_start": 1773956410.5880156, "env_id": "None"}
r,l,t
-6.80454,1000,8.208779
-10.984994,1000,14.344177
-22.522912,1000,20.644723
99.991716,5,20.681889
-13.945911,1000,26.910759
