#{"t_start": 1773956410.2952178, "env_id": "None"}
r,l,t
-6.150938,1000,8.197028
-14.286054,1000,14.293813
99.996567,3,14.317993
-13.945559,1000,20.620623
-6.531101,1000,29.001392
